docId,filename,top topics, and contribution to doc ...
6027,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055149.txt,7,0.208,2,0.204,5,0.148,1,0.116,6,0.111,9,0.097,4,0.065
6028,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055150.txt,10,0.512,9,0.155,4,0.121,8,0.053,3,0.053
6029,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055151.txt,2,0.217,7,0.177,5,0.155,4,0.128,1,0.088,10,0.084
6030,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055152.txt,6,0.178,7,0.163,10,0.149,4,0.125,5,0.096,2,0.096,9,0.082,3,0.058
6031,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055153.txt,7,0.448,5,0.131,9,0.115,6,0.087,2,0.060
6032,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055154.txt,4,0.180,2,0.176,5,0.137,8,0.122,6,0.117,7,0.088,10,0.059,3,0.059
6033,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055155.txt,1,0.175,5,0.159,7,0.132,6,0.122,9,0.116,4,0.085,2,0.085,3,0.053
6034,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055156.txt,5,0.249,2,0.181,4,0.140,6,0.104,9,0.078,10,0.073,7,0.062,3,0.062
6035,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055157.txt,5,0.239,1,0.213,4,0.101,6,0.096,7,0.090,2,0.090,9,0.080
6036,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055158.txt,7,0.302,6,0.127,9,0.099,5,0.094,1,0.094,2,0.090,4,0.071,3,0.057,8,0.052
6037,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055159.txt,5,0.164,2,0.144,10,0.138,6,0.128,9,0.113,1,0.108,7,0.092,3,0.072
6038,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055160.txt,6,0.233,10,0.156,9,0.128,7,0.117,2,0.094,4,0.089,8,0.078,3,0.056
6039,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055161.txt,5,0.335,1,0.172,2,0.158,7,0.100,9,0.077,4,0.077
6040,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055162.txt,10,0.155,2,0.155,5,0.144,8,0.139,9,0.128,4,0.080,7,0.053,6,0.053,3,0.053
6041,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055163.txt,5,0.253,7,0.227,10,0.180,8,0.072,4,0.067,2,0.067
6042,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055164.txt,7,0.365,5,0.258,1,0.208,2,0.056
6043,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055165.txt,10,0.194,7,0.189,2,0.175,1,0.136,6,0.097,4,0.058,9,0.053
6044,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055166.txt,5,0.312,2,0.156,6,0.134,1,0.091,7,0.086,3,0.065,9,0.059
6045,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055167.txt,5,0.327,2,0.177,7,0.132,1,0.109,6,0.073,4,0.059,9,0.050
6046,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055168.txt,6,0.221,3,0.143,4,0.117,9,0.110,2,0.110,7,0.097,5,0.097
6047,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055169.txt,10,0.284,2,0.159,4,0.134,8,0.080,3,0.075,9,0.070,5,0.070,7,0.065
6048,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055170.txt,5,0.298,2,0.191,10,0.122,9,0.080,6,0.080,3,0.069,4,0.059
6049,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055171.txt,2,0.201,10,0.175,8,0.129,5,0.119,6,0.113,4,0.088,9,0.082,7,0.057
6050,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055172.txt,9,0.177,6,0.158,5,0.158,2,0.129,1,0.110,4,0.081,10,0.077,7,0.053
6051,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055173.txt,2,0.217,5,0.179,10,0.120,7,0.103,9,0.092,4,0.087,8,0.082,1,0.082
6052,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055174.txt,7,0.208,2,0.197,5,0.109,9,0.098,6,0.098,3,0.093,8,0.082,10,0.055
6053,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055175.txt,2,0.223,8,0.155,10,0.124,3,0.104,4,0.083,7,0.078,6,0.078,9,0.062,5,0.057
6054,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055176.txt,10,0.267,6,0.133,2,0.133,9,0.110,7,0.110,5,0.090
6055,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055177.txt,2,0.171,7,0.161,5,0.161,8,0.109,9,0.095,6,0.090,1,0.076,3,0.066
6056,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055178.txt,2,0.191,7,0.148,5,0.136,6,0.130,1,0.105,10,0.099,9,0.086,8,0.056
6057,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055179.txt,5,0.184,4,0.144,10,0.138,2,0.126,9,0.115,6,0.092,3,0.075
6058,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055180.txt,3,0.258,9,0.187,4,0.139,8,0.096,6,0.096,5,0.086
6059,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055181.txt,7,0.257,5,0.198,9,0.118,1,0.112,4,0.102,2,0.091,6,0.086
6060,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055182.txt,9,0.303,7,0.180,2,0.112,10,0.101,5,0.067,4,0.056
6061,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055183.txt,9,0.204,6,0.141,7,0.136,5,0.131,3,0.131,8,0.073,1,0.068,4,0.058
6062,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055184.txt,6,0.172,4,0.146,5,0.125,8,0.115,10,0.104,2,0.094,9,0.089,7,0.073,1,0.063
6063,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055185.txt,5,0.271,2,0.206,7,0.191,1,0.085,4,0.075,8,0.050,6,0.050
6064,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055186.txt,2,0.251,6,0.183,3,0.115,4,0.099,10,0.073,9,0.073,1,0.068,7,0.063
6065,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055187.txt,10,0.235,4,0.151,5,0.134,9,0.089,8,0.089,6,0.089,2,0.084,1,0.050
6066,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055188.txt,5,0.237,7,0.184,6,0.158,1,0.121,2,0.111,4,0.068,9,0.063
6067,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055189.txt,2,0.153,6,0.142,8,0.137,7,0.131,4,0.115,5,0.093,3,0.093,9,0.071,10,0.060
6068,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055190.txt,2,0.265,6,0.171,3,0.166,9,0.155,5,0.077,10,0.061,4,0.055
6069,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055191.txt,10,0.337,2,0.130,9,0.109,6,0.088,4,0.073,5,0.067,1,0.067,8,0.062,7,0.057
6070,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055192.txt,2,0.310,10,0.183,5,0.183,6,0.114,8,0.061,1,0.052
6071,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055193.txt,2,0.296,10,0.291,5,0.095,8,0.070,7,0.055,9,0.050
6072,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055194.txt,9,0.191,6,0.170,10,0.155,2,0.155,8,0.077,5,0.077,3,0.067,7,0.052
6073,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055195.txt,5,0.279,7,0.212,1,0.111,10,0.096,4,0.082,6,0.067,2,0.063
6074,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055196.txt,5,0.422,10,0.119,2,0.115,6,0.092,7,0.064,4,0.055
6075,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055197.txt,4,0.197,5,0.179,2,0.166,7,0.117,1,0.099,10,0.094,6,0.067
6076,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055198.txt,7,0.296,6,0.161,10,0.131,2,0.131,1,0.080,9,0.070,4,0.050
6077,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055199.txt,6,0.197,7,0.191,2,0.191,9,0.157,5,0.112,4,0.073
6078,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055200.txt,1,0.178,7,0.147,4,0.147,5,0.117,9,0.112,3,0.102,2,0.076,6,0.066
6079,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055201.txt,7,0.252,6,0.194,5,0.150,2,0.131,9,0.102,4,0.068,1,0.053
6080,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055202.txt,7,0.169,10,0.163,1,0.140,4,0.122,3,0.110,9,0.076,5,0.070,2,0.070
6081,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055203.txt,5,0.291,7,0.257,2,0.128,1,0.088,6,0.081
6082,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055204.txt,2,0.269,6,0.151,9,0.129,5,0.129,10,0.113,7,0.054,4,0.054
6083,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055205.txt,5,0.289,9,0.156,2,0.144,6,0.122,10,0.078,7,0.061,8,0.050
6084,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055206.txt,5,0.253,1,0.241,7,0.157,6,0.084,9,0.078,2,0.072,4,0.054
6085,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055207.txt,1,0.233,6,0.152,5,0.110,9,0.090,8,0.090,2,0.086,3,0.081,7,0.071
6086,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055208.txt,1,0.262,2,0.238,7,0.104,5,0.104,4,0.079,10,0.069,9,0.069
6087,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055209.txt,5,0.235,2,0.200,7,0.135,1,0.130,4,0.104,8,0.065,10,0.057,9,0.057
6088,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055210.txt,2,0.274,10,0.170,1,0.152,5,0.139,7,0.054,3,0.054
6089,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055211.txt,7,0.274,2,0.168,5,0.154,1,0.144,6,0.087,9,0.058
6090,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055212.txt,5,0.307,2,0.149,6,0.134,10,0.089,9,0.074,1,0.074,4,0.059,3,0.059
6091,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055213.txt,1,0.290,7,0.263,5,0.212,6,0.060,2,0.060
6092,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055214.txt,5,0.256,2,0.198,1,0.185,7,0.093,4,0.084,10,0.066,9,0.053
6093,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055215.txt,1,0.251,5,0.221,2,0.144,8,0.082,9,0.077,10,0.072,4,0.051
6094,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055216.txt,1,0.505,10,0.115,9,0.099,2,0.099
6095,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055217.txt,2,0.274,10,0.177,1,0.150,9,0.142,5,0.080
6096,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055218.txt,1,0.266,2,0.197,5,0.128,7,0.106,10,0.078,6,0.073,9,0.060
6097,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055219.txt,1,0.403,7,0.225,5,0.126,9,0.068,2,0.058,6,0.052
6098,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055220.txt,5,0.279,1,0.186,2,0.177,7,0.084,10,0.058,6,0.058,4,0.053
6099,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055221.txt,1,0.385,2,0.181,5,0.097,4,0.093,7,0.075
6100,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055222.txt,9,0.257,3,0.248,6,0.119,4,0.064,7,0.059,2,0.059,8,0.054
6101,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055223.txt,1,0.250,2,0.231,10,0.181,5,0.111,8,0.060
6102,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055224.txt,2,0.238,5,0.185,1,0.115,10,0.110,6,0.101,7,0.075,9,0.070
6103,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055225.txt,5,0.251,7,0.246,1,0.142,9,0.095,2,0.076,6,0.052
6104,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055226.txt,7,0.230,6,0.152,10,0.112,9,0.101,3,0.101,5,0.090,1,0.073,4,0.062
6105,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055227.txt,10,0.176,7,0.161,1,0.151,5,0.116,6,0.111,4,0.090,2,0.075,9,0.060
6106,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055228.txt,2,0.254,1,0.192,10,0.187,6,0.098,9,0.057,7,0.057,4,0.052
6107,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055229.txt,7,0.356,6,0.163,9,0.099,5,0.099,8,0.054,1,0.054
6108,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055230.txt,3,0.193,7,0.151,9,0.139,6,0.122,10,0.118,4,0.071,8,0.059,1,0.059,5,0.050
6109,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055231.txt,3,0.209,9,0.174,10,0.163,6,0.140,4,0.076,7,0.058,2,0.058,1,0.058
6110,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055232.txt,10,0.192,7,0.174,9,0.138,1,0.134,6,0.121,2,0.076,8,0.058,3,0.054
6111,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055233.txt,1,0.189,10,0.180,2,0.131,5,0.117,3,0.092,6,0.087,9,0.083,4,0.053
6112,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055234.txt,4,0.223,10,0.161,9,0.098,5,0.098,2,0.098,8,0.094,6,0.076,3,0.054
6113,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055235.txt,5,0.274,7,0.216,1,0.154,2,0.101,6,0.087,9,0.077
6114,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055236.txt,6,0.287,2,0.154,7,0.138,9,0.108,3,0.092,8,0.077,5,0.051
6115,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055237.txt,7,0.303,5,0.206,2,0.156,1,0.156
6116,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055238.txt,1,0.219,7,0.177,5,0.149,2,0.149,6,0.098,9,0.079,4,0.051
6117,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055239.txt,3,0.206,9,0.132,7,0.132,10,0.122,6,0.122,8,0.085,4,0.058,2,0.058
6118,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055240.txt,6,0.201,5,0.162,7,0.132,9,0.118,2,0.103,1,0.098,3,0.078
6119,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055241.txt,10,0.217,2,0.126,8,0.116,5,0.106,4,0.091,1,0.091,9,0.066,6,0.066,3,0.066,7,0.056
6120,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055242.txt,7,0.190,1,0.181,5,0.157,10,0.114,2,0.110,8,0.076,9,0.071
6121,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055243.txt,1,0.249,5,0.209,7,0.181,9,0.085,3,0.079,2,0.062
6122,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055244.txt,7,0.341,10,0.194,1,0.152,8,0.085,5,0.085
6123,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055245.txt,7,0.296,6,0.194,1,0.112,5,0.087,9,0.083,2,0.073,10,0.063
6124,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055246.txt,10,0.477,7,0.116,4,0.101,6,0.090,2,0.060
6125,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055247.txt,5,0.333,1,0.241,7,0.133,9,0.087,2,0.067,6,0.062
6126,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055248.txt,5,0.397,7,0.270,6,0.103,2,0.063,9,0.057
6127,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055249.txt,7,0.281,9,0.146,2,0.117,5,0.105,4,0.088,8,0.082,6,0.070,1,0.053
6128,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055250.txt,6,0.189,2,0.162,3,0.151,5,0.124,7,0.086,9,0.081,1,0.059,8,0.054
6129,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055252.txt,2,0.281,5,0.167,1,0.138,8,0.089,4,0.084,6,0.079,9,0.069
6130,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055253.txt,5,0.335,1,0.184,2,0.141,7,0.126,9,0.087
6131,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055254.txt,1,0.354,5,0.234,7,0.141,2,0.094,9,0.078
6132,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055255.txt,5,0.294,1,0.245,2,0.108,7,0.093,4,0.088
6133,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055256.txt,1,0.260,5,0.201,2,0.127,7,0.123,4,0.078,10,0.064
6134,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055257.txt,1,0.187,5,0.175,2,0.152,7,0.111,9,0.094,10,0.082,8,0.082,6,0.070
6135,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055258.txt,5,0.207,2,0.196,7,0.179,1,0.140,6,0.123,9,0.061
6136,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055259.txt,2,0.242,10,0.216,5,0.152,9,0.087,7,0.074,4,0.074,3,0.061,6,0.056
6137,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055260.txt,2,0.278,5,0.232,7,0.106,10,0.086,6,0.081,4,0.081,1,0.061
6138,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055261.txt,4,0.243,9,0.160,2,0.127,3,0.105,6,0.099,8,0.094,5,0.055
6139,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055262.txt,2,0.238,5,0.186,1,0.157,7,0.129,6,0.100,4,0.076
6140,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055263.txt,7,0.347,1,0.156,6,0.144,5,0.120,9,0.066,10,0.060
6141,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055264.txt,5,0.204,7,0.136,10,0.131,4,0.127,6,0.095,9,0.081,8,0.081,2,0.068,1,0.054
6142,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055265.txt,4,0.166,5,0.162,8,0.144,2,0.100,1,0.087,9,0.083,3,0.083,7,0.070,6,0.070
6143,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055267.txt,5,0.294,2,0.208,1,0.193,7,0.066,6,0.056
6144,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055268.txt,5,0.239,7,0.218,6,0.117,1,0.112,9,0.106,10,0.090,2,0.074
6145,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055270.txt,1,0.226,9,0.177,7,0.145,5,0.145,6,0.091,3,0.091,4,0.070
6146,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055271.txt,2,0.235,5,0.128,10,0.115,7,0.115,1,0.115,8,0.102,6,0.062,4,0.062
6147,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055272.txt,10,0.239,5,0.146,1,0.141,9,0.112,8,0.102,2,0.088,7,0.078,4,0.068
6148,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055273.txt,4,0.215,2,0.188,10,0.179,6,0.103,5,0.085,7,0.076,9,0.072
6149,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055274.txt,2,0.168,7,0.137,9,0.124,8,0.112,4,0.087,6,0.081,5,0.081,3,0.081,10,0.068,1,0.062
6150,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055275.txt,5,0.258,6,0.156,2,0.151,10,0.091,1,0.091,3,0.075,8,0.070,7,0.059
6151,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055276.txt,2,0.205,5,0.149,1,0.144,7,0.140,10,0.107,9,0.084,6,0.060,4,0.051
6152,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055277.txt,1,0.299,2,0.174,10,0.139,5,0.134,9,0.065,7,0.065,6,0.055
6153,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055278.txt,10,0.176,1,0.165,2,0.160,7,0.154,9,0.122,5,0.096,6,0.069
6154,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055279.txt,10,0.277,2,0.120,6,0.110,7,0.105,9,0.099,3,0.094,1,0.058,8,0.052,4,0.052
6155,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055280.txt,1,0.250,5,0.232,2,0.189,7,0.096,10,0.070,4,0.053
6156,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md055281.txt,2,0.189,6,0.184,10,0.153,5,0.102,9,0.092,3,0.092,4,0.077,8,0.051
